title,genres,movie_id
White Men Can't Jump,Comedy|Drama,10158
Buffy the Vampire Slayer,Action|Comedy|Horror,10206
Hard-Boiled,Action|Crime|Drama|Thriller,11782
Man Bites Dog,Comedy|Crime|Drama|Thriller,10086
"Mariachi, El",Action|Crime|Thriller|Western,9367
Stop! Or My Mom Will Shoot,Action|Comedy,9876
Forever Young,Drama|Romance|Sci-Fi,10326
"Cutting Edge, The",Comedy|Drama|Romance,16562
Of Mice and Men,Drama,9609
Bad Lieutenant,Crime|Drama,12143
Scream 3,Comedy|Horror|Mystery|Thriller,4234
Single White Female,Drama|Thriller,9605
"Boondock Saints, The",Action|Crime|Drama|Thriller,8374
Gun Shy,Comedy,29076
"Baby, The",Horror,28156
"Brandon Teena Story, The",Documentary,113096
Minnie and Moskowitz,Action,24349
They Might Be Giants,Comedy|Mystery|Romance,27841
"Beach, The",Adventure|Drama,1907
Snow Day,Comedy,15489
"Tigger Movie, The",Animation|Children,15655
Not One Less,Drama,36210
Eaten Alive,Horror,30062
Raining Stones,Drama,62463
To Sir with Love,Drama,25934
Boiler Room,Crime|Drama|Thriller,14181
Hanging Up,Comedy|Drama,10385
Pitch Black,Horror|Sci-Fi|Thriller,2787
"Whole Nine Yards, The",Comedy|Crime,2069
Beautiful People,Comedy,61416
Black Tar Heroin: The Dark End of the Street,Documentary,79515
"Circus, The",Comedy,28978
City Lights,Comedy|Drama|Romance,901
"Flamingo Kid, The",Comedy|Drama,25010
"Kid, The",Comedy|Drama,10098
Class Reunion,Comedy,33374
Happy Go Lovely,Musical,127602
Reindeer Games,Action|Thriller,2155
Wonder Boys,Comedy|Drama,11004
Chain of Fools,Comedy|Crime,20682
Drowning Mona,Comedy,25166
"Next Best Thing, The",Comedy|Drama,1831
What Planet Are You From?,Comedy|Sci-Fi,10416
Beyond the Mat,Documentary,14271
Ghost Dog: The Way of the Samurai,Crime|Drama,4816
The Year My Voice Broke,Drama|Romance,19958
Splendor in the Grass,Drama|Romance,28569
My Tutor,Drama,2193
Key Largo,Crime|Drama|Film-Noir|Thriller,11016
For All Mankind,Documentary,20423
Born Yesterday,Comedy,24481
Birdy,Drama|War,11296
Blood Feast,Horror,28172
"Charlie, the Lonesome Cougar",Adventure|Children,57855
Never Cry Wolf,Adventure|Drama,14280
"Raisin in the Sun, A",Drama,29478
"Closer You Get, The",Comedy|Romance,73642
Mission to Mars,Sci-Fi,2067
"Ninth Gate, The",Fantasy|Horror|Mystery|Thriller,622
East-West,Drama|Romance,28463
Defending Your Life,Comedy|Drama|Fantasy|Romance,12186
Breaking Away,Comedy|Drama,20283
Hoosiers,Drama|Romance,5693
Bull Durham,Comedy|Drama|Romance,287
Dog Day Afternoon,Crime|Drama,968
American Graffiti,Comedy|Drama,838
"Asphalt Jungle, The",Crime|Film-Noir,16958
"Searchers, The",Drama|Western,3114
"Big Country, The",Romance|Western,12501
Betrayed,Drama|Thriller,31618
"Bridge at Remagen, The",Action|War,15873
Daughters of the Dust,Drama,68427
"Ogre, The",Drama,48213
On the Beach,Drama,35412
"Taking of Pelham One Two Three, The",Action|Crime,8333
Volunteers,Comedy,19259
JFK,Drama|Mystery|Thriller,820
Who's Harry Crumb?,Comedy|Mystery,11718
Harry and the Hendersons,Children|Comedy,8989
Let's Get Harry,Action|Adventure,32031
Shanghai Surprise,Adventure|Crime|Drama|Romance,58048
Who's That Girl?,Comedy,26827
She-Devil,Comedy,11157
Date with an Angel,Comedy|Fantasy|Romance,28370
Blind Date,Comedy|Romance,918
Nadine,Comedy,61178
"Muppet Movie, The",Adventure|Children|Comedy|Musical,11176
"Great Muppet Caper, The",Children|Comedy,14900
"Muppets Take Manhattan, The",Children|Comedy|Musical,11899
We're Back! A Dinosaur's Story,Adventure|Animation|Children|Fantasy,18890
Baby... Secret of the Lost Legend,Adventure|Sci-Fi,19736
Turtle Diary,Comedy|Drama|Romance,123047
Raise the Titanic,Drama|Thriller,24575
Titanic,Action|Drama,16535
"Night to Remember, A",Action|Drama,10971
Captain Horatio Hornblower R.N.,Action|Adventure|Drama|War,23928
Erin Brockovich,Drama,462
Final Destination,Drama|Thriller,9532
Soft Fruit,Comedy|Drama,117259
"Bear, The",Adventure|Children|Drama,2383
Love Is a Many-Splendored Thing,Drama|Romance|War,53879
"Mirror, The",Drama,1396
"Crimson Pirate, The",Adventure|Comedy,11570
Thelma & Louise,Adventure|Crime|Drama,1541
...And Justice for All,Drama|Thriller,17443
Animal House,Comedy,8469
She's Gotta Have It,Comedy|Romance,27995
School Daze,Drama,36739
Do the Right Thing,Drama,925
Mo' Better Blues,Drama|Musical,41823
Jungle Fever,Drama|Romance,1713
"Champ, The",Drama,30547
Creature Comforts,Animation|Comedy,54825
Death Wish,Action|Crime|Drama,13939
Death Wish 2,Action|Drama,14373
Death Wish 3,Action|Drama,24873
Death Wish 4: The Crackdown,Action|Drama,26263
Death Wish 5: The Face of Death,Action|Drama,34746
Double Indemnity,Crime|Drama|Film-Noir,996
Dying Young,Drama|Romance,9079
Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,1498
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action|Children|Fantasy,1497
Teenage Mutant Ninja Turtles III,Action|Adventure|Children|Comedy|Fantasy,1499
Red Dawn,Action|Drama|War,1880
Band of the Hand,Action|Crime|Drama,33762
Bloodsport,Action,11690
Eyes of Laura Mars,Mystery|Thriller,29143
Funny Bones,Comedy|Drama,35292
"Good Earth, The",Drama,36652
"Good Morning, Vietnam",Comedy|Drama|War,801
"Good Mother, The",Drama,104301
Grumpy Old Men,Comedy,11520
Guess Who's Coming to Dinner,Drama,1879
Romeo Must Die,Action|Crime|Romance|Thriller,2085
Here on Earth,Drama|Romance,13539
Whatever It Takes,Comedy|Romance,16222
Buddy Boy,Drama|Thriller,109479
"Color of Paradise, The",Drama,17078
Gothic,Drama|Horror,33516
Lord of the Flies,Adventure|Drama|Thriller,9960
Modern Times,Comedy|Drama|Romance,3082
Heart and Souls,Comedy|Fantasy,12187
Hud,Drama|Western,24748
"Hustler, The",Drama,990
Inherit the Wind,Drama,1908
Dersu Uzala,Adventure|Drama,9764
Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi,840
Jonah Who Will Be 25 in the Year 2000,Comedy,42237
Retroactive,Sci-Fi|Thriller,26689
"Place in the Sun, A",Drama|Romance,25673
Jacob's Ladder,Horror|Mystery,2291
Empire Records,Comedy|Drama,13531
"Bamba, La",Drama,16620
Ladyhawke,Adventure|Fantasy|Romance,526
Lucas,Drama|Romance,13346
High Fidelity,Comedy|Drama|Romance,243
"Road to El Dorado, The",Animation|Children,10501
"Skulls, The",Thriller,11478
Hook,Adventure|Comedy|Fantasy,879
"Son of the Sheik, The",Adventure|Comedy|Romance,85689
True Grit,Adventure|Drama|Western,17529
Madame Sousatzka,Drama,118098
Max Dugan Returns,Comedy,1793
Midnight Express,Drama,11327
Misery,Drama|Horror|Thriller,1700
Mr. Saturday Night,Comedy|Drama,54087
Murphy's Romance,Comedy|Romance,34322
My Life,Drama,41659
Solaris,Drama|Mystery|Sci-Fi,593
Network,Comedy|Drama,10774
No Way Out,Drama|Mystery|Thriller,10083
North Dallas Forty,Comedy|Drama,29786
"Odd Couple, The",Comedy,11356
"Outlaw Josey Wales, The",Action|Adventure|Drama|Thriller|Western,10747
Frequency,Drama|Thriller,10559
Ready to Rumble,Comedy,20697
Return to Me,Drama|Romance,2621
Rules of Engagement,Drama|Thriller,10479
Joe Gould's Secret,Drama,125709
Me Myself I,Comedy|Romance,49721
"Bell, Book and Candle",Comedy|Fantasy|Romance,2006
Force 10 from Navarone,Action|Drama|War,17339
Mystery Train,Comedy|Drama,11305
Arthur,Comedy|Romance,13665
Bachelor Party,Comedy,12309
Parenthood,Comedy|Drama,1552
Predator,Action|Sci-Fi|Thriller,106
"Prince of Tides, The",Drama|Romance,10333
"Postman Always Rings Twice, The",Crime|Thriller,11027
All the Vermeers in New York,Comedy|Drama|Romance,123757
28 Days,Drama,10468
American Psycho,Crime|Horror|Mystery|Thriller,1359
Keeping the Faith,Comedy|Drama|Romance,4967
Where the Money Is,Comedy|Drama,31776
East is East,Comedy,10557
"Filth and the Fury, The",Documentary,27745
Diner,Comedy|Drama,13776
Shakes the Clown,Comedy,26291
Cabaret,Drama|Musical,10784
What Ever Happened to Baby Jane?,Drama|Horror|Thriller,10242
Auntie Mame,Comedy|Drama,16347
Guys and Dolls,Comedy|Musical|Romance,4825
The Hunger,Horror,11654
Marathon Man,Crime|Drama|Thriller,10518
Caddyshack,Comedy,11977
Gossip,Drama|Thriller,18041
Love and Basketball,Drama|Romance,14736
U-571,Action|Thriller|War,3536
"Virgin Suicides, The",Drama|Romance,1443
Jennifer 8,Mystery|Thriller,10424
Limelight,Comedy|Drama|Romance,28971
"Crow: Salvation, The",Action|Horror,9456
"Flintstones in Viva Rock Vegas, The",Children|Comedy,889
Where the Heart Is,Comedy|Drama,10564
"Big Kahuna, The",Comedy|Drama,15723
Bossa Nova,Comedy|Drama|Romance,19600
Smiling Fish and Goat on Fire,Comedy|Romance,125537
"Idiots, The",Comedy|Drama,452
Time Code,Comedy|Drama,36234
Carnosaur,Horror|Sci-Fi,39283
Carnosaur 2,Horror|Sci-Fi,65460
Carnosaur 3: Primal Species,Horror|Sci-Fi,55667
"Hidden, The",Action|Horror|Sci-Fi,12476
Two Moon Junction,Drama|Romance,5241
Gladiator,Action|Adventure|Drama,98
Up at the Villa,Drama,47724
Human Traffic,Comedy,11129
Breathless,Action|Drama|Romance|Thriller,1058
The Idolmaker,Drama|Romance,42159
Inferno,Horror,16395
"Lords of Flatbush, The",Comedy|Drama,38925
Mr. Mom,Comedy|Drama,13105
Time Masters,Animation|Sci-Fi,22501
Battlefield Earth,Action|Sci-Fi,5491
Center Stage,Drama|Musical,10560
Screwed,Comedy,19419
Whipped,Comedy,23531
Hamlet,Crime|Drama|Romance|Thriller,10688
Anchors Aweigh,Comedy|Musical,17889
Gypsy,Musical,39391
On the Town,Comedy|Musical|Romance,31516
Pee-wee's Big Adventure,Adventure|Comedy,5683
Regret to Inform,Documentary,113279
Honeymoon in Vegas,Comedy|Romance,12518
Dinosaur,Adventure|Animation|Children,10567
Loser,Comedy|Romance,10642
Road Trip,Comedy,9285
Small Time Crooks,Comedy|Crime,10569
"Hollywood Knights, The",Comedy,21879
"Twelve Chairs, The",Comedy,24918
Mission: Impossible II,Action|Adventure|Thriller,955
Shanghai Noon,Action|Adventure|Comedy|Western,8584
Better Living Through Circuitry,Documentary,47295
8 ½ Women,Comedy,11332
Carnival of Souls,Horror|Thriller,16093
Flying Tigers,Action|Drama|Romance|War,29372
"Gold Rush, The",Adventure|Comedy|Romance,962
Monsieur Verdoux,Comedy|Crime,30588
On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,668
Seven Days in May,Thriller,23518
"Spy Who Loved Me, The",Action|Adventure|Thriller,691
Vagabond,Drama,44018
Moonraker,Action|Adventure|Sci-Fi|Thriller,698
"Man with the Golden Gun, The",Action|Adventure|Thriller,682
"King in New York, A",Comedy|Drama,28973
"Woman of Paris, A",Drama,28974
"Fighting Seabees, The",Action|Drama|War,22994
Big Momma's House,Comedy,9600
"Abominable Snowman, The",Horror|Sci-Fi,38006
American Gigolo,Drama,2768
City of the Living Dead,Horror,24920
"Endless Summer, The",Documentary,21
"Guns of Navarone, The",Action|Adventure|Drama|War,10911
Blow-Out,Drama,10102
Quatermass and the Pit,Horror|Sci-Fi,26912
Puppet Master,Horror|Sci-Fi|Thriller,26953
Puppet Master II,Horror|Sci-Fi|Thriller,26954
Puppet Master III: Toulon's Revenge,Horror|Sci-Fi|Thriller,26956
Puppet Master 4,Horror|Sci-Fi|Thriller,26957
Puppet Master 5: The Final Chapter,Horror|Sci-Fi|Thriller,26958
Rent-A-Cop,Action|Comedy|Crime,80287
Romeo and Juliet,Drama|Romance,6003
Stay Tuned,Comedy,23939
Blazing Saddles,Comedy|Western,11072
Benji,Adventure|Children,23069
Benji the Hunted,Adventure|Children,21299
For the Love of Benji,Adventure|Children|Comedy|Drama,38802
White Christmas,Comedy|Musical|Romance,13368
Eraserhead,Drama|Horror,985
Baraka,Documentary,14002
"Man with the Golden Arm, The",Drama,541
"Decline of Western Civilization, The",Documentary|Musical,21137
"Decline of Western Civilization Part II: The Metal Years, The",Documentary,36724
For a Few Dollars More,Action|Drama|Thriller|Western,938
Magnum Force,Action|Crime|Drama|Thriller,10648
Blood Simple,Crime|Drama|Film-Noir,11368
"Fabulous Baker Boys, The",Drama|Romance,10875
Prizzi's Honor,Comedy|Drama|Romance,2075
Flatliners,Horror|Sci-Fi|Thriller,1551
Light Years,Adventure|Animation|Fantasy|Sci-Fi,22500
Porky's,Comedy,10246
Porky's II: The Next Day,Comedy,19698
Porky's Revenge,Comedy,23919
Private School,Comedy,18835
Class of Nuke 'Em High,Comedy|Horror,26554
"Toxic Avenger, The",Comedy|Horror,15239
"Toxic Avenger, Part II, The",Comedy|Horror,28165
"Toxic Avenger Part III: The Last Temptation of Toxie, The",Comedy|Horror,28169
Night of the Creeps,Comedy|Horror|Sci-Fi|Thriller,15762
Predator 2,Action|Sci-Fi|Thriller,169
"Running Man, The",Action|Sci-Fi,865
Starman,Adventure|Drama|Romance|Sci-Fi,9663
"Brother from Another Planet, The",Drama|Sci-Fi,26889
Alien Nation,Crime|Drama|Sci-Fi|Thriller,10128
Mad Max,Action|Adventure|Sci-Fi,9659
"Road Warrior, The",Action|Adventure|Sci-Fi|Thriller,8810
Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi,9355
Bird on a Wire,Action|Comedy|Romance,1727
Angel Heart,Film-Noir|Horror|Mystery|Thriller,635
9 1/2 Weeks,Drama|Romance,10068
Firestarter,Horror|Thriller,11495
Sleepwalkers,Horror,11428
Action Jackson,Action|Comedy|Crime|Thriller,10117
Sarafina!,Drama,35936
Soapdish,Comedy,25562
"Long Walk Home, The",Drama,51763
Clara's Heart,Drama,73079
Burglar,Comedy|Crime,38921
Fatal Beauty,Action|Comedy|Crime|Drama,35463
Gone in 60 Seconds,Action|Crime,9679
Love's Labour's Lost,Comedy|Romance,51333
Sunshine,Drama,17771
Hamlet,Drama,10264
Coming Home,Drama|War,31657
American Pop,Animation|Musical,29204
Assault on Precinct 13,Action|Thriller,17814
Near Dark,Horror|Western,11879
One False Move,Crime|Drama|Film-Noir|Thriller,21128
Shaft,Action|Crime|Drama|Thriller,482
"Conversation, The",Drama|Mystery,592
Cutter's Way,Drama|Thriller,31593
"Fury, The",Horror,12611
"Paper Chase, The",Drama,14328
Serpico,Crime|Drama,9040
Ace in the Hole,Drama,25364
Lonely Are the Brave,Drama|Western,43002
"Sugarland Express, The",Drama,5121
Trouble in Paradise,Comedy|Romance,195
Big Trouble in Little China,Action|Adventure|Comedy|Fantasy,6978
Badlands,Crime|Drama|Thriller,3133
Battleship Potemkin,Drama|War,643
Boys and Girls,Comedy|Romance,10571
Shaft,Action|Crime|Thriller,479
Titan A.E.,Action|Adventure|Animation|Children|Sci-Fi,7450
Butterfly,Drama,31023
Jesus' Son,Drama,25636
Chicken Run,Animation|Children|Comedy,7443
"Me, Myself & Irene",Adventure|Comedy,2123
"Patriot, The",Action|Drama|War,2024
"Adventures of Rocky and Bullwinkle, The",Adventure|Animation|Children|Comedy|Fantasy,17711
"Perfect Storm, The",Drama|Thriller,2133
"Golden Bowl, The",Drama,29946
Communion,Drama|Sci-Fi|Thriller,28774
"Kentucky Fried Movie, The",Comedy,11598
"Blood In, Blood Out",Action|Crime|Drama|Thriller,9702
F/X,Action|Crime|Thriller,9873
F/X2,Action|Crime|Thriller,16820
"Hot Spot, The",Crime|Drama|Romance,14864
Missing in Action,Action|War,15379
Missing in Action 2: The Beginning,Action|War,12764
Braddock: Missing in Action III,Action|War,27352
Thunderbolt and Lightfoot,Action,8348
Dreamscape,Horror|Sci-Fi|Thriller,24099
The Golden Voyage of Sinbad,Action|Adventure|Fantasy,17897
House Party,Comedy,16094
House Party 2,Comedy|Drama|Romance,16096
Croupier,Crime|Drama,12706
"Kid, The",Comedy|Fantasy,4244
Scary Movie,Comedy|Horror,4247
But I'm a Cheerleader,Comedy,20770
Shower,Comedy,1050
Blow-Up,Drama|Mystery,1052
"Pawnbroker, The",Drama,20540
Groove,Drama,23655
Footloose,Drama,1788
Duel in the Sun,Drama|Romance|Western,32275
X-Men,Action|Adventure|Sci-Fi,36657
Chuck & Buck,Comedy|Drama,44490
"Five Senses, The",Drama,47585
"In Crowd, The",Thriller,36047
What Lies Beneath,Drama|Horror|Mystery,2655
Pokémon the Movie 2000,Animation|Children,12599
Anatomy of a Murder,Drama|Mystery,93
Freejack,Action|Sci-Fi,9278
Mackenna's Gold,Western,18118
Sinbad and the Eye of the Tiger,Adventure|Fantasy,11940
Two Women,Drama|War,24167
What About Bob?,Comedy,10276
White Sands,Drama|Thriller,19380
Breaker Morant,Drama|War,13783
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,11624
Interiors,Drama,15867
Love and Death,Comedy,11686
"Official Story, The",Drama,29263
Tampopo,Comedy,11830
Nutty Professor II: The Klumps,Comedy,12107
"Girl on the Bridge, The",Drama|Romance,10401
Wonderland,Drama,32640
Autumn in New York,Drama|Romance,10641
Coyote Ugly,Comedy|Drama|Romance,6282
Hollow Man,Horror|Sci-Fi|Thriller,9383
Space Cowboys,Action|Adventure|Comedy|Sci-Fi,5551
Psycho Beach Party,Comedy|Horror|Thriller,27723
Saving Grace,Comedy,2360
Black Sabbath,Horror,28043
"Brain That Wouldn't Die, The",Horror|Sci-Fi,33468
Bronco Billy,Adventure|Drama|Romance,21866
"Crush, The",Thriller,33408
Kelly's Heroes,Action|Comedy|War,11589
Phantasm II,Action|Fantasy|Horror|Sci-Fi|Thriller,15158
Phantasm III: Lord of the Dead,Horror,16139
Phantasm IV: Oblivion,Horror,16146
Pumpkinhead,Horror,26515
Air America,Action|Comedy,11856
Sleepaway Camp,Horror,13567
Steel Magnolias,Drama,10860
And God Created Woman,Drama,8420
Easy Money,Comedy,18391
"Ilsa, She Wolf of the SS",Horror,20850
The Spiral Staircase,Horror|Mystery|Thriller,27452
I'm the One That I Want,Comedy,38548
"Tao of Steve, The",Comedy,20438
"Affair of Love, An",Drama|Romance,46991
Bless the Child,Thriller,10391
Cecil B. DeMented,Comedy,14195
"Eyes of Tammy Faye, The",Documentary,15665
"Replacements, The",Comedy,10393
About Adam,Comedy,18168
"Cell, The",Drama|Horror|Thriller,8843
Godzilla 2000,Action|Adventure|Sci-Fi,10643
"Original Kings of Comedy, The",Comedy|Documentary,23618
"Naked Gun: From the Files of Police Squad!, The",Action|Comedy|Crime|Romance,37136
"Naked Gun 2 1/2: The Smell of Fear, The",Comedy,37137
Our Town,Drama,23283
Shane,Drama|Western,3110
"Suddenly, Last Summer",Drama,14698
Cat Ballou,Comedy|Western,11694
Supergirl,Action|Adventure|Fantasy,9651
"Art of War, The",Action|Thriller,11398
Bring It On,Comedy,1588
"Crew, The",Comedy,19150
Skipped Parts,Drama|Romance,41282
Highlander: Endgame,Action|Adventure|Fantasy,12211
Nurse Betty,Comedy|Crime|Drama|Romance|Thriller,10480
Solas,Drama,80713
"Watcher, The",Crime|Thriller,10685
"Way of the Gun, The",Crime|Thriller,1619
Almost Famous,Drama,786
Bait,Action|Comedy,14805
Circus,Crime|Drama|Thriller,51179
Crime and Punishment in Suburbia,Comedy|Drama,46119
Duets,Comedy|Drama,18074
Under Suspicion,Crime|Thriller,10562
Urban Legends: Final Cut,Horror,12212
Woman on Top,Comedy|Romance,14629
Dancer in the Dark,Drama|Musical,16
Best in Show,Comedy,13785
Beautiful,Comedy|Drama,34299
"Broken Hearts Club, The",Drama,22597
Girlfight,Drama,19348
Remember the Titans,Drama,10637
Hellraiser,Horror,9003
Hellbound: Hellraiser II,Horror,9064
Hellraiser III: Hell on Earth,Horror,11569
"Faraway, So Close",Drama|Fantasy|Mystery|Romance,10434
Bikini Beach,Comedy,39113
Stranger Than Paradise,Comedy|Drama,469
Voyage to the Bottom of the Sea,Adventure|Sci-Fi,2160
Fantastic Voyage,Adventure|Sci-Fi,2161
Abbott and Costello Meet Frankenstein,Comedy|Horror,3073
"Bank Dick, The",Comedy,911
"Creature from the Black Lagoon, The",Adventure|Horror|Sci-Fi,10973
"Invisible Man, The",Horror|Sci-Fi,10787
"Killer Shrews, The",Horror|Sci-Fi,43109
Runaway,Sci-Fi|Thriller,9507
"Slumber Party Massacre, The",Horror,27475
Slumber Party Massacre II,Horror,27764
Slumber Party Massacre III,Horror,27767
Sorority House Massacre,Horror,40760
Sorority House Massacre II,Horror,40446
Bamboozled,Comedy,24664
Digimon: The Movie,Adventure|Animation|Children,20455
Get Carter,Action|Drama|Thriller,10461
Get Carter,Action|Crime|Drama|Thriller,1485
Meet the Parents,Comedy,1597
Requiem for a Dream,Drama,641
Tigerland,Drama,10687
Two Family House,Drama,63956
"Contender, The",Drama|Thriller,6521
Dr. T and the Women,Comedy|Romance,10763
"Ladies Man, The",Comedy,16888
Billy Jack,Action|Drama,21142
Billy Jack Goes to Washington,Drama,78140
"Time Machine, The",Action|Adventure|Sci-Fi,2134
Ghoulies II,Comedy|Horror,28605
"Unsinkable Molly Brown, The",Musical,42797
"Adventures of Ichabod and Mr. Toad, The",Animation|Children,13465
"Strange Love of Martha Ivers, The",Drama|Film-Noir,27033
Detour,Crime|Film-Noir,20367
Billy Elliot,Drama,71
Bedazzled,Comedy,1636
Pay It Forward,Drama,10647
"Private Eyes, The",Comedy|Mystery,13762
"Legend of Drunken Master, The",Action|Comedy,12207
Book of Shadows: Blair Witch 2,Crime|Horror|Mystery|Thriller,11531
"Little Vampire, The",Adventure|Children,24100
Charlie's Angels,Action|Comedy,4327
"Legend of Bagger Vance, The",Drama|Romance,4958
Little Nicky,Comedy,9678
Men of Honor,Drama,11978
Red Planet,Action|Sci-Fi|Thriller,8870
You Can Count on Me,Drama|Romance,14295
Diamonds Are Forever,Action|Adventure|Thriller,681
"Eagle Has Landed, The",Drama|War,11372
"6th Day, The",Action|Sci-Fi|Thriller,8452
Bounce,Drama|Romance,10862
How the Grinch Stole Christmas,Children|Comedy|Fantasy,8871
One Day in September,Documentary,34045
Rugrats in Paris: The Movie,Animation|Children|Comedy,16340
102 Dalmatians,Children|Comedy,10481
Malèna,Drama|Romance|War,10867
Quills,Drama|Romance,10876
Unbreakable,Drama|Sci-Fi,9741
"Crouching Tiger, Hidden Dragon",Action|Drama|Romance,146
Dungeons & Dragons,Action|Adventure|Comedy|Fantasy,11849
Proof of Life,Drama,11983
Vertical Limit,Action|Adventure,11678
"Bounty, The",Adventure|Drama,2669
"Planes, Trains & Automobiles",Comedy,2609
She's Having a Baby,Comedy,12714
"Living Daylights, The",Action|Adventure|Thriller,708
Transformers: The Movie,Adventure|Animation|Children|Sci-Fi,1857
Wall Street,Drama,10673
Born on the Fourth of July,Drama|War,2604
Talk Radio,Drama,10132
Brewster's Millions,Comedy,11064
Snatch,Comedy|Crime|Thriller,107
Punchline,Comedy|Drama,40820
Chocolat,Drama|Romance,392
"Dude, Where's My Car?",Comedy|Sci-Fi,8859
"Emperor's New Groove, The",Adventure|Animation|Children|Comedy|Fantasy,11688
Pollock,Drama,12509
What Women Want,Comedy|Romance,3981
Finding Forrester,Drama,711
"Gift, The",Thriller,2046
Before Night Falls,Drama,5001
Cast Away,Drama,8358
"Family Man, The",Comedy|Drama|Romance,5994
"House of Mirth, The",Romance,25520
Miss Congeniality,Comedy|Crime,1493
"O Brother, Where Art Thou?",Adventure|Comedy|Crime,134
State and Main,Comedy|Drama,21991
Dracula 2000,Horror,10577
All the Pretty Horses,Drama|Romance|Western,21355
"Everlasting Piece, An",Comedy,29122
Thirteen Days,Drama|Thriller|War,11973
Traffic,Crime|Drama|Thriller,1900
"Claim, The",Romance|Western,44853
Shadow of the Vampire,Drama|Horror,10873
House of Games,Crime|Film-Noir|Mystery|Thriller,26719
Annie,Children|Musical,15739
Don't Tell Mom the Babysitter's Dead,Comedy,15413
"Officer and a Gentleman, An",Drama|Romance,2623
"Alamo, The",Action|Drama|War|Western,11209
At Close Range,Crime|Drama,13715
Friendly Persuasion,Drama,43258
Gettysburg,Drama|War,10655
Antitrust,Crime|Drama|Thriller,9989
Double Take,Action|Comedy,18828
Save the Last Dance,Drama|Romance,9816
Panic,Drama,20637
"Pledge, The",Crime|Drama|Mystery|Thriller,5955
The Man in the Moon,Drama|Romance,17474
Mystic Pizza,Comedy|Drama|Romance,11191
Prelude to a Kiss,Comedy|Drama|Romance,2613
Coffy,Action|Crime|Thriller,22021
Foxy Brown,Action|Crime|Drama,22048
I'm Gonna Git You Sucka,Action|Comedy,17006
Untamed Heart,Drama|Romance,26333
Sugar & Spice,Comedy,16723
"Wedding Planner, The",Comedy|Romance,2018
"Legend of Rita, The",Drama,10499
With a Friend Like Harry...,Drama|Thriller,47943
Amazing Grace and Chuck,Drama,74340
Amazon Women on the Moon,Comedy|Sci-Fi,5709
Baby Boom,Comedy,11215
Back to the Beach,Comedy,26477
Barfly,Comedy|Drama|Romance,10937
Best Seller,Thriller,4639
Beverly Hills Cop II,Action|Comedy|Crime|Thriller,96
Beverly Hills Cop,Action|Comedy|Crime|Drama,90
"Big Easy, The",Action|Crime|Mystery|Romance|Thriller,11028
Born in East L.A.,Comedy,19324
"Brave Little Toaster, The",Animation|Children,19933
Can't Buy Me Love,Comedy|Romance,12919
Cherry 2000,Romance|Sci-Fi,15785
Cop,Thriller,31701
Eddie Murphy Raw,Comedy|Documentary,17159
Empire of the Sun,Action|Adventure|Drama|War,10110
Ernest Goes to Camp,Comedy,18935
"Evil Dead, The",Fantasy|Horror|Thriller,764
Flowers in the Attic,Drama|Thriller,15658
"Fourth Protocol, The",Thriller,4918
Gardens of Stone,Drama|War,28368
"Glass Menagerie, The",Drama,52780
Hiding Out,Comedy,26156
Hollywood Shuffle,Comedy,34101
Hope and Glory,Drama,32054
Innerspace,Action|Adventure|Comedy|Sci-Fi,2614
Ishtar,Comedy,12704
Jaws: The Revenge,Horror|Thriller,580
Leonard Part 6,Comedy|Sci-Fi,24828
Less Than Zero,Drama,13703
"Like Father, Like Son",Comedy,36914
"Lost Boys, The",Comedy|Horror|Thriller,1547
Made in Heaven,Fantasy|Romance,42010
Maid to Order,Comedy|Fantasy,2608
Making Mr. Right,Comedy|Romance|Sci-Fi,32058
Mannequin,Comedy|Romance,10019
Masters of the Universe,Action|Adventure|Fantasy|Sci-Fi,11649
"Monster Squad, The",Adventure|Comedy|Horror,13509
My Demon Lover,Comedy|Horror,51521
No Man's Land,Crime|Drama,34379
Head Over Heels,Comedy|Romance,24940
Left Behind: The Movie,Action|Adventure|Drama|Thriller,37302
Valentine,Horror|Mystery,10984
In the Mood For Love,Drama|Romance,843
"Million Dollar Hotel, The",Drama|Mystery|Romance,318
Nico and Dani,Comedy|Drama|Romance,12806
Hannibal,Horror|Thriller,9740
Saving Silverman,Comedy|Romance,10878
Vatel,Drama,7093
Down to Earth,Comedy|Fantasy|Romance,16300
Recess: School's Out,Animation|Children,19405
Sweet November,Drama|Romance,1921
Company Man,Comedy,44412
"Price of Milk, The",Comedy|Drama|Fantasy|Romance,21620
Monkeybone,Animation|Comedy|Fantasy,23685
3000 Miles to Graceland,Action|Thriller,12138
"Widow of St. Pierre, The",Drama|Romance,48217
"Mexican, The",Action|Comedy,6073
"Caveman's Valentine, The",Drama,25208
Series 7: The Contenders,Action|Drama,19513
15 Minutes,Thriller,2749
Get Over It,Comedy|Romance,10050
Long Night's Journey Into Day,Documentary,95682
Avalon,Drama,2302
Gray's Anatomy,Comedy|Drama,32686
Of Mice and Men,Drama,51802
